"","id","record_code","format_version","submission_date","reporting_agency","release_agency","tag_code_or_release_id","tag_type","first_sequential_number","last_sequential_number","related_group_type","related_group_id","species","run","brood_year","release_location_code","hatchery_location_code","stock_location_code","release_stage","rearing_type","study_type","release_strategy","avg_weight","avg_length","study_integrity","cwt_1st_mark","cwt_1st_mark_count","cwt_2nd_mark","cwt_2nd_mark_count","non_cwt_1st_mark","non_cwt_1st_mark_count","non_cwt_2nd_mark","non_cwt_2nd_mark_count","counting_method","tag_loss_rate","tag_loss_days","tag_loss_sample_size","tag_reused","comments","first_release_date_year","first_release_date_month","first_release_date_day","last_release_date_year","last_release_date_month","last_release_date_day"
"58","3cb6fa54-2254-47b6-885a-6032ccfa3fb7","T","5.0","20260809","WDFW","WDFW","632866","12",NA,NA,NA,NA,"1","1",2005,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,170,NA,"5000",149923,"0000",1219,"5000",1209,NA,NA,NA,0.008,NA,NA,NA,NA,2007,3,19,2007,3,19
"67","457ce88f-cc55-4ddf-bca9-39d59e4f130e","N","5.0","20260809","WDFW","WDFW","!04P00168749",NA,NA,NA,NA,NA,"1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",52.74,170,NA,NA,NA,NA,NA,"5000",89638,"0000",279,NA,NA,NA,NA,NA,NA,2021,2,3,2021,2,22
"101","634c202b-9632-40bd-b8c7-d12adb0b4f16","T","5.0","20260809","WDFW","WDFW","633394","12",NA,NA,NA,NA,"1","1",2005,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,170,NA,"0000",154939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,19,2007,3,19
"104","64a5eb5b-b463-4321-b52b-be77281c1298","T","5.0","20260809","WDFW","WDFW","637664","12",NA,NA,"D","04202100001067","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",52.74,170,NA,"0000",34339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,"CWT ONLY",2021,2,3,2021,3,15
"119","7a0c68a1-0996-413b-bdd9-ffe8ebc18652","T","5.0","20260809","WDFW","WDFW","636780","12",NA,NA,"D","04201600000826","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","FR",55.99,170,NA,"0000",58276,NA,NA,"0000",111,NA,NA,NA,0.0019,NA,539,NA,NA,2016,2,1,2016,2,1
"185","ba466d26-e471-4fdb-9132-70f1bd72b4df","T","5.0","20260809","WDFW","WDFW","639105","12",NA,NA,"D","04202600001308","1","1",2024,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",55.99,170,NA,"5000",32564,"0000",59,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,2026,2,2,2026,2,11
"188","bd7cf860-7002-4969-a0fe-8d143a192a83","N","5.0","20260809","WDFW","WDFW","!04P00230912",NA,NA,NA,NA,NA,"1","1",2024,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",55.99,170,NA,NA,NA,NA,NA,"5000",44014,"0000",44,NA,NA,NA,NA,NA,NA,2026,2,2,2026,2,11
"194","c4482840-801d-438d-9179-1df6bd87a565","N","5.0","20260809","WDFW","WDFW","!04P00014036",NA,NA,NA,NA,NA,"1","1",2005,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,170,NA,NA,NA,NA,NA,"5000",295466,"0000",2383,NA,NA,NA,NA,NA,NA,2007,3,19,2007,3,19
"205","cddb24a7-875f-4cad-b984-37bae45fea04","N","5.0","20260809","WDFW","WDFW","!04P00019099",NA,NA,NA,NA,NA,"1","1",2006,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,170,NA,NA,NA,NA,NA,"5000",281979,"0000",2647,NA,NA,NA,NA,NA,NA,2008,3,17,2008,3,17
"211","d13427dd-8f9b-4220-a61b-9d48ffb711ec","N","5.0","20260809","WDFW","WDFW","!04P00036259",NA,NA,NA,NA,NA,"1","1",2002,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",56.69,170,NA,NA,NA,NA,NA,"5000",243605,"0000",24978,NA,NA,NA,NA,NA,"VOLITIONAL RELEASE FEB-MARCH",2004,2,15,2004,3,17
"51","3386c782-154e-43d8-88f5-58ae8a109423","N","5.0","20260809","WDFW","WDFW","!04P00026593",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",58.15,171,NA,NA,NA,NA,NA,"5000",91755,"0000",871,NA,NA,NA,NA,NA,NA,2013,2,1,2013,2,10
"121","7e65d812-f714-455e-a992-f7793a8cb2d4","T","5.0","20260809","WDFW","WDFW","638529","12",NA,NA,"D","04202400001194","1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",54.64,171,NA,"5000",36544,"0000",937,"5000",70,"0000",2,NA,0.0019,NA,521,NA,NA,2024,2,5,2024,2,13
"142","9d0d5a51-eaaa-427c-986e-665df34ae9ca","N","5.0","20260809","WDFW","WDFW","!04P00211983",NA,NA,NA,NA,NA,"1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",54.64,171,NA,NA,NA,NA,NA,"5000",94579,"0000",418,NA,NA,NA,NA,NA,NA,2024,2,5,2024,2,13
"231","e899ed0e-90d2-4b19-baa1-285816f6eba2","T","5.0","20260809","WDFW","WDFW","638528","12",NA,NA,"D","04202400001194","1","1",2022,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",54.64,171,NA,"0000",37106,NA,NA,"0000",345,NA,NA,NA,0.0092,NA,544,NA,NA,2024,2,5,2024,2,13
"53","346cfcf6-ae9f-40ea-9b73-0a18c300ec29","N","5.0","20260809","WDFW","WDFW","!04P00086772",NA,NA,NA,NA,NA,"1","1",1995,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,87.22,172,NA,NA,NA,NA,NA,"0000",423936,NA,NA,NA,NA,NA,NA,NA,NA,1997,3,1,1997,3,23
"197","c5821a35-3883-44a6-9ca4-f9aaa20231dd","T","5.0","20260809","WDFW","WDFW","636059","0",NA,NA,"O","04199700000534","1","1",1995,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,87.22,172,NA,"5000",96986,"0000",184,"5000",1417,"0000",3,NA,0.0144,NA,NA,NA,NA,1997,3,1,1997,3,23
"73","478c8b11-93a7-4907-b188-0a8849b7e646","N","5.0","20260809","WDFW","WDFW","!04P00222459",NA,NA,NA,NA,NA,"1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",58.9,173,NA,NA,NA,NA,NA,"5000",31037,"0000",47,NA,NA,NA,NA,NA,NA,2025,2,1,2025,2,11
"143","9d5289c7-98a7-4bd8-9c38-e1f322d5bedc","N","5.0","20260809","WDFW","WDFW","!04P00005212",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",55.31,173,NA,NA,NA,NA,NA,"5000",111033,"0000",1054,NA,NA,NA,NA,NA,NA,2013,2,5,2013,2,15
"176","b770425f-2313-40a5-8405-d58e6ee36dcc","T","5.0","20260809","WDFW","WDFW","638656","12",NA,NA,"D","04202500001270","1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",58.9,173,NA,"5000",31573,"0000",63,NA,NA,NA,NA,NA,NA,NA,506,NA,NA,2025,2,1,2025,2,11
"232","e9b608ea-24bb-4508-8fd8-4c1e50b7bff7","T","5.0","20260809","WDFW","WDFW","638655","12",NA,NA,"D","04202500001270","1","1",2023,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",58.9,173,NA,"0000",29434,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,NA,NA,2025,2,1,2025,2,11
"1","0013c433-b82c-4882-ade5-196f64d3a31a","N","5.0","20260809","WDFW","WDFW","!04P00062435",NA,NA,NA,NA,NA,"1","1",2006,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,174,NA,NA,NA,NA,NA,"5000",332750,"0000",3124,NA,NA,NA,NA,NA,NA,2008,3,17,2008,3,17
"16","1174a4b4-5cab-4f2e-87df-779bd8d85e77","N","5.0","20260809","WDFW","WDFW","!04P00018084",NA,NA,NA,NA,NA,"1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",58.9,174,NA,NA,NA,NA,NA,"5000",110969,"0000",1053,NA,NA,NA,NA,NA,NA,2013,2,5,2013,2,15
"70","47003533-b86f-4b1b-ad6f-132de9eaafaa","T","5.0","20260809","WDFW","WDFW","633396","12",NA,NA,"D","04200800000567","1","1",2006,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,174,NA,"0000",146430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,3,17,2008,3,17
"180","b9965844-b622-4b45-a5ef-9020f005efba","T","5.0","20260809","WDFW","WDFW","633397","12",NA,NA,"D","04200800000567","1","1",2006,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,56.69,174,NA,"5000",138407,"0000",1378,"5000",8476,NA,NA,NA,0.0577,NA,NA,NA,NA,2008,3,17,2008,3,17
"258","fbbdc679-2bb9-4cf9-85de-af90d7a1a787","T","5.0","20260809","WDFW","WDFW","636274","12",NA,NA,"D","04201300000001","1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",58.9,174,NA,"5000",135388,"0000",1311,"5000",2790,NA,NA,NA,0.02,NA,4000,NA,NA,2013,2,1,2013,2,15
"260","fdd0fed0-6632-4d89-ac40-19d5f776cba2","T","5.0","20260809","WDFW","WDFW","636275","12",NA,NA,"D","04201300000001","1","1",2011,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",58.9,174,NA,"0000",133351,NA,NA,"0000",6138,NA,NA,NA,0.044,NA,4000,NA,NA,2013,2,1,2013,2,15
"5","04d74993-f944-4bc5-b81c-cb8722e77e8b","T","5.0","20260809","WDFW","WDFW","630520","0",NA,NA,NA,NA,"1","1",1997,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P",NA,68.72,175,NA,"5000",173979,"0000",1368,"5000",4005,"0000",31,NA,0.0225,NA,NA,NA,NA,1999,3,15,1999,3,15
"8","094b4de7-d9f6-4ec8-ba70-7f8564f31ca9","T","5.0","20260809","WDFW","WDFW","636569","13",NA,NA,"D","04201400000086","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",60.47,175,NA,"0000",44554,NA,NA,"0000",188,NA,NA,NA,0.0042,NA,942,NA,NA,2014,2,3,2014,2,10
"57","3ac98e83-a6f6-4131-8504-da393ae25ec7","T","5.0","20260809","WDFW","WDFW","636566","13",NA,NA,"D","04201400000086","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",60.47,175,NA,"5000",44548,"0000",131,"5000",474,NA,NA,NA,0.0105,NA,956,NA,NA,2014,2,3,2014,2,10
"138","936dd9bb-b99f-47dc-9b41-3013dae59144","N","5.0","20260809","WDFW","WDFW","!04P00066527",NA,NA,NA,NA,NA,"1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",60.47,175,NA,NA,NA,NA,NA,"5000",95207,"0000",277,NA,NA,NA,NA,NA,NA,2014,2,3,2014,2,10
"145","a1475792-6ece-4f3b-8414-28b2a2eae653","T","5.0","20260809","WDFW","WDFW","630356","0",NA,NA,NA,NA,"1","1",1997,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,68.72,175,NA,"5000",75473,"0000",1142,"5000",755,"0000",11,NA,0.0099,NA,NA,NA,NA,1999,3,15,1999,3,15
"223","d94175b4-6a73-4a76-9e2d-7782675ad5d6","N","5.0","20260809","WDFW","WDFW","!04P00058899",NA,NA,NA,NA,NA,"1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",60.47,175,NA,NA,NA,NA,NA,"5000",85142,"0000",248,NA,NA,NA,NA,NA,NA,2014,2,3,2014,2,10
"225","d99d3397-20a9-4682-8769-283503e34e37","T","5.0","20260809","WDFW","WDFW","630519","0",NA,NA,NA,NA,"1","1",1997,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P",NA,68.72,175,NA,"5000",169084,"0000",986,"5000",6260,"0000",37,NA,0.0357,NA,NA,NA,NA,1999,3,15,1999,3,15
"230","e6cfd30f-e787-4833-bdda-39ba1f7c0934","T","5.0","20260809","WDFW","WDFW","630355","0",NA,NA,NA,NA,"1","1",1997,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,68.72,175,NA,"5000",67054,"0000",664,"5000",1607,"0000",16,NA,0.0234,NA,NA,NA,NA,1999,3,15,1999,3,15
"7","0857eca4-a321-41ce-9445-c305cb379156","T","5.0","20260809","WDFW","WDFW","637831","12",NA,NA,"D","04202200001105","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",57.12,177,NA,"5000",31660,"0000",64,"5000",63,NA,NA,NA,0.002,NA,500,NA,NA,2022,2,2,2022,2,16
"36","26624071-fab8-4576-90a7-53cc130a7ad5","N","5.0","20260809","WDFW","WDFW","!04P00077296",NA,NA,NA,NA,NA,"1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",57.41,177,NA,NA,NA,NA,NA,"5000",93795,"0000",131,NA,NA,NA,NA,NA,NA,2015,2,1,2015,2,3
"81","50e1da69-652c-4b1f-bacd-bb4f0f3c9744","T","5.0","20260809","WDFW","WDFW","637830","12",NA,NA,"D","04202200001105","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H","P","VO",57.12,177,NA,"0000",31832,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,2022,2,2,2022,2,16
"155","abbdecef-b08b-428b-8cf3-294f6e889e8c","N","5.0","20260809","WDFW","WDFW","!04P00192260",NA,NA,NA,NA,NA,"1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S04","Y","H",NA,"VO",57.12,177,NA,NA,NA,NA,NA,"5000",83572,"0000",725,NA,NA,NA,NA,NA,NA,2022,2,2,2022,2,16
"156","af5a654d-640b-4623-86dd-bce6f4b99c96","N","5.0","20260809","WDFW","WDFW","!04P00082064",NA,NA,NA,NA,NA,"1","1",1993,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,177,NA,NA,NA,NA,NA,"0000",461316,NA,NA,NA,NA,NA,NA,NA,NA,1995,3,1,1995,3,20
"175","b767daad-c079-48bc-a9b7-ad21025508b4","N","5.0","20260809","WDFW","WDFW","!04P00082063",NA,NA,NA,NA,NA,"1","1",1993,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,177,NA,NA,NA,NA,NA,"0000",111116,NA,NA,NA,NA,NA,NA,NA,"THIS GROUP RECEIVED FROM SPEELYAI, 52846 WERE MARKED FROM A GROUP OF 412500. AN ADDITIONAL 272100 FISH OF SAME STOCK WERE ADDED TO THE SAME POND WHILE AT LEWIS R.",1995,2,12,1995,2,28
"248","f4897dc4-0674-4553-8775-df069d5a281d","T","5.0","20260809","WDFW","WDFW","635253","0",NA,NA,"O","04199500000535","1","1",1993,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,177,NA,"5000",44233,"0000",560,"5000",963,"0000",12,NA,0.0213,NA,NA,NA,"THIS GROUP RECEIVED FROM SPEELYAI, 52846 WERE MARKED FROM A GROUP OF 412500. AN ADDITIONAL 272100 FISH OF SAME STOCK WERE ADDED TO THE SAME POND WHILE AT LEWIS R.",1995,2,12,1995,3,20
"123","82d35ee6-361b-4bf3-a6a8-ecf179d7093c","N","5.0","20260809","WDFW","WDFW","!04P00086667",NA,NA,NA,NA,NA,"1","1",1994,"3F42001^^270168^R","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,69.78,180,NA,NA,NA,NA,NA,"0000",416205,NA,NA,NA,NA,NA,NA,NA,NA,1996,3,22,1996,3,22
"144","a0da1fc3-7db5-4621-9fed-f9aa98e2dd4b","T","5.0","20260809","WDFW","WDFW","635643","0",NA,NA,NA,NA,"1","1",1994,"3F42001^^270168^R","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,69.78,180,NA,"5000",37171,"0000",1158,"5000",937,"0000",29,NA,0.0246,NA,NA,NA,NA,1996,3,22,1996,3,22
"14","10db2d96-ee70-4266-afa0-4a837a54c89f","N","5.0","20260809","WDFW","WDFW","!04P00008751",NA,NA,NA,NA,NA,"1","1",2002,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",64.79,181,NA,NA,NA,NA,NA,"5000",332582,"0000",36012,NA,NA,NA,NA,NA,"VOLITIONAL RELEASE FEB-MARCH",2004,2,15,2004,3,17
"18","125d7e38-118c-4c44-a368-03edf6a00ce8","T","5.0","20260809","WDFW","WDFW","631385","12",NA,NA,NA,NA,"1","1",2002,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",64.79,181,NA,"5000",127519,"0000",13468,"5000",2735,"0000",288,NA,0.021,NA,NA,NA,"VOLITIONAL RELEASE FEB-MARCH",2004,2,15,2004,3,17
"85","55b74416-4f1b-491a-a698-2b08083b71ff","T","5.0","20260809","WDFW","WDFW","630682","12",NA,NA,NA,NA,"1","1",2002,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",64.79,181,NA,"0000",143503,NA,NA,"0000",1979,NA,NA,NA,0.0136,NA,NA,NA,"VOLITIONAL RELEASE FEB-MARCH",2004,2,15,2004,3,17
"23","19d7f2e7-adcc-4e21-94b0-a8b2addea5ed","T","5.0","20260809","WDFW","WDFW","631892","12",NA,NA,"D","04200500000568","1","1",2003,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,182,NA,"0000",140473,NA,NA,"0000",8270,NA,NA,NA,0.0556,NA,NA,NA,NA,2005,3,1,2005,3,14
"26","1e9385d3-50f5-4533-bfce-a84673b102e7","T","5.0","20260809","WDFW","WDFW","636620","12",NA,NA,"D","04201500000784","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",60.47,182,NA,"0000",25166,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,NA,NA,2015,2,1,2015,2,3
"47","2e06fe72-b1d4-4c43-b0df-b67a20f02ca4","N","5.0","20260809","WDFW","WDFW","!04P00077299",NA,NA,NA,NA,NA,"1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",60.47,182,NA,NA,NA,NA,NA,"5000",73341,"0000",103,NA,NA,NA,NA,NA,NA,2015,2,1,2015,2,3
"195","c4867701-3140-4548-bf9b-006434d64252","N","5.0","20260809","WDFW","WDFW","!04P00020774",NA,NA,NA,NA,NA,"1","1",2003,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,182,NA,NA,NA,NA,NA,"5000",223561,"0000",4562,NA,NA,NA,NA,NA,NA,2005,3,14,2005,3,14
"227","e11ef803-b270-41e7-84d4-4c09bdd2b918","T","5.0","20260809","WDFW","WDFW","636619","12",NA,NA,"D","04201500000784","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H","P","VO",60.47,182,NA,"5000",25184,"0000",36,"5000",46,NA,NA,NA,0.0018,NA,1120,NA,NA,2015,2,1,2015,2,3
"250","f4ab107b-2a16-433a-88ed-0c961c5954f3","T","5.0","20260809","WDFW","WDFW","631792","12",NA,NA,"D","04200500000568","1","1",2003,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,64.79,182,NA,"5000",143435,"0000",2975,"5000",2332,NA,NA,NA,0.016,NA,NA,NA,NA,2005,3,1,2005,3,14
"173","b70f1ec8-1347-43f9-b518-6e6f289d9039","N","5.0","20260809","WDFW","WDFW","!04P00052888",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,77.93,183,NA,NA,NA,NA,NA,"5000",264622,"0000",11120,NA,NA,NA,NA,NA,NA,2001,2,25,2001,2,25
"262","452ce4f2-1a4a-4cb7-aa1a-8d284875e603","N","5.0","20260809","WDFW","WDFW","!04P00031171",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,73.15,184,NA,NA,NA,NA,NA,"5000",28056,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,12,2001,2,12
"12","0cc5fcb9-d53e-4906-af35-9b88e290f287","T","5.0","20260809","WDFW","WDFW","630181","12",NA,NA,"D","04200100000564","1","1",1999,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,85.1,187,NA,"0000",143627,NA,NA,"0000",3231,NA,NA,NA,0.022,NA,NA,NA,NA,2001,2,22,2001,2,25
"31","215cae3d-6385-4dc8-9030-3cdf745a169a","N","5.0","20260809","WDFW","WDFW","!04P00062499",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,85.1,187,NA,NA,NA,NA,NA,"5000",206052,"0000",10947,NA,NA,NA,NA,NA,NA,2001,2,22,2001,2,22
"141","9a952682-7439-49ae-a449-b5bd96443772","T","5.0","20260809","WDFW","WDFW","630180","12",NA,NA,"D","04200100000564","1","1",1999,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,85.1,187,NA,"5000",132135,"0000",6189,"5000",7101,"0000",333,NA,0.051,NA,NA,NA,NA,2001,2,22,2001,2,25
"265","68deae22-5014-49a5-8117-b06d8d46e49c","N","5.0","20260809","WDFW","WDFW","!04P00059926",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,74.35,187,NA,NA,NA,NA,NA,"5000",27900,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,12,2001,2,12
"275","f5a95e27-1bf1-48c8-88d0-a27bce8181be","N","5.0","20260809","WDFW","WDFW","!04P00019111",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,69.78,187,NA,NA,NA,NA,NA,"5000",27439,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,12,2001,2,12
"182","b9bfa900-de67-4a7d-adc4-14062058d8b2","T","5.0","20260809","WDFW","WDFW","635738","0",NA,NA,"O","04199700000534","1","1",1995,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,61.29,188,NA,"5000",49930,"0000",50,"5000",1019,"0000",1,NA,0.02,NA,NA,NA,NA,1997,3,1,1997,3,23
"229","e2256720-47e8-48d4-9300-cf9678dc3ba7","N","5.0","20260809","WDFW","WDFW","!04P00086773",NA,NA,NA,NA,NA,"1","1",1995,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,61.29,188,NA,NA,NA,NA,NA,"0000",379342,NA,NA,NA,NA,NA,NA,NA,NA,1997,3,1,1997,3,23
"111","72343b01-a578-4abd-b097-6225a223132a","N","5.0","20260809","WDFW","WDFW","!04P00086666",NA,NA,NA,NA,NA,"1","1",1994,"3F42001^^270168^R","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,75.59,189,NA,NA,NA,NA,NA,"0000",571078,NA,NA,NA,NA,NA,NA,NA,NA,1996,2,8,1996,2,8
"191","c176d8cd-cd9a-44cc-aad8-16cacc732880","T","5.0","20260809","WDFW","WDFW","635663","0",NA,NA,NA,NA,"1","1",1994,"3F42001^^270168^R","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,75.59,189,NA,"5000",91022,"0000",919,"5000",3842,"0000",39,NA,0.0405,NA,NA,NA,NA,1996,2,8,1996,2,8
"277","fb5d75d3-f665-4f95-8957-f234c3c85d24","N","5.0","20260809","WDFW","WDFW","!04P00006757",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,75.59,190,NA,NA,NA,NA,NA,"5000",27970,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,12,2001,2,12
"267","7f320714-21a7-4a61-a910-b848a9f0bd92","N","5.0","20260809","WDFW","WDFW","!04P00046197",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,79.57,191,NA,NA,NA,NA,NA,"5000",62575,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,28,2001,2,28
"269","96a0145a-a6ae-47e1-bc80-af286ceb723d","N","5.0","20260809","WDFW","WDFW","!04P00065496",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,75.59,191,NA,NA,NA,NA,NA,"5000",27393,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,12,2001,2,12
"268","7fcc6433-a542-4a86-b292-504afa5845ae","N","5.0","20260809","WDFW","WDFW","!04P00011216",NA,NA,NA,NA,NA,"1","1",1999,"3F42001^^270168^R","3F42001^^270430^H","3F42001^^270168^S","Y","H",NA,NA,79.57,192,NA,NA,NA,NA,NA,"5000",74940,NA,NA,NA,NA,NA,NA,NA,"NO Q.C. SHEET FOR THIS RELEASE",2001,1,27,2001,1,27
"112","727f7bac-ed1e-49b4-a9aa-356f78266f41","T","5.0","20260809","WDFW","WDFW","630315","0",NA,NA,"D","04200000000563","1","1",1998,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,"VO",88.93,197,NA,"5000",143500,"0000",3694,"5000",2393,"0000",62,NA,0.0164,NA,NA,NA,"VOLITIONAL RELEASE STARTED 2/22. NO FISH COUNTERS.",2000,2,22,2000,3,21
"201","c72f8e25-a7e6-45c8-ba0f-efc4c1a5ca16","N","5.0","20260809","WDFW","WDFW","!04P00039511",NA,NA,NA,NA,NA,"1","1",1998,"3F42001^^270168^R01","3F42001^^270168^H","3F42001^^270168^S","Y","H",NA,NA,88.93,197,NA,NA,NA,NA,NA,"5000",220662,"0000",4597,NA,NA,NA,NA,NA,"VOLITIONAL RELEASE STARTED 2/22. NO FISH COUNTERS.",2000,3,21,2000,3,21
